"IDRSSD"	RCFD3411	RCFD3430	RCFD3432	RCFD3433	RCFD3434	RCFD3435	RCFD3450	RCFD3555	RCFD3556	RCFD3557	RCFD3814	RCFD3815	RCFD3817	RCFD3819	RCFD3820	RCFD3821	RCFD3822	RCFD3826	RCFD5591	RCFD5592	RCFD5593	RCFD5594	RCFD5595	RCFD6550	RCFD8693	RCFD8694	RCFD8695	RCFD8696	RCFD8697	RCFD8698	RCFD8699	RCFD8700	RCFD8701	RCFD8702	RCFD8703	RCFD8704	RCFD8705	RCFD8706	RCFD8707	RCFD8708	RCFD8709	RCFD8710	RCFD8711	RCFD8712	RCFD8713	RCFD8714	RCFD8715	RCFD8716	RCFD8719	RCFD8720	RCFD8723	RCFD8724	RCFD8725	RCFD8726	RCFD8727	RCFD8728	RCFD8733	RCFD8734	RCFD8735	RCFD8736	RCFD8737	RCFD8738	RCFD8739	RCFD8740	RCFD8741	RCFD8742	RCFD8743	RCFD8744	RCFD8745	RCFD8746	RCFD8747	RCFD8748	RCFD8765	RCFDA126	RCFDA127	RCFDA589	RCFDC219	RCFDC220	RCFDC221	RCFDC222	RCFDC223	RCFDC224	RCFDC968	RCFDC969	RCFDC970	RCFDC971	RCFDC972	RCFDC973	RCFDC974	RCFDC975	RCFDC978	RCFDF164	RCFDF165	RCFDG401	RCFDG402	RCFDG403	RCFDG404	RCFDG405	RCFDG406	RCFDG407	RCFDG408	RCFDG409	RCFDG410	RCFDG411	RCFDG412	RCFDG413	RCFDG414	RCFDG415	RCFDG416	RCFDG417	RCFDG418	RCFDG420	RCFDG421	RCFDG422	RCFDG423	RCFDG425	RCFDG426	RCFDG427	RCFDG428	RCFDG430	RCFDG431	RCFDG432	RCFDG433	RCFDG435	RCFDG436	RCFDG437	RCFDG438	RCFDG440	RCFDG441	RCFDG442	RCFDG443	RCFDG445	RCFDG446	RCFDG447	RCFDG448	RCFDG450	RCFDG451	RCFDG452	RCFDG453	RCFDG455	RCFDG456	RCFDG457	RCFDG458	RCFDG460	RCFDG461	RCFDG462	RCFDJ455	RCFDJ456	RCFDJ457	RCFDJ458	RCFDJ459	RCON3411	RCON3430	RCON3432	RCON3433	RCON3434	RCON3435	RCON3450	RCON3555	RCON3556	RCON3557	RCON3814	RCON3815	RCON3817	RCON3819	RCON3820	RCON3821	RCON3822	RCON3826	RCON5591	RCON5592	RCON5593	RCON5594	RCON5595	RCON6550	RCON8693	RCON8694	RCON8695	RCON8696	RCON8697	RCON8698	RCON8699	RCON8700	RCON8701	RCON8702	RCON8703	RCON8704	RCON8705	RCON8706	RCON8707	RCON8708	RCON8709	RCON8710	RCON8711	RCON8712	RCON8713	RCON8714	RCON8715	RCON8716	RCON8719	RCON8720	RCON8723	RCON8724	RCON8725	RCON8726	RCON8727	RCON8728	RCON8733	RCON8734	RCON8735	RCON8736	RCON8737	RCON8738	RCON8739	RCON8740	RCON8741	RCON8742	RCON8743	RCON8744	RCON8745	RCON8746	RCON8747	RCON8748	RCONA126	RCONA127	RCONA589	RCONC219	RCONC220	RCONC221	RCONC222	RCONC223	RCONC224	RCONC968	RCONC969	RCONC970	RCONC971	RCONC972	RCONC973	RCONC974	RCONC975	
349370																																																																																																																																																								0	0	0	0	0	0	0	0	0	0	4333	6516	0	119		0		0	0	0	0	0	0	0	0	0	0	0	999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	999	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	
350572																																																																																																																																																								0	0	0	0	0	0	0	0	0	0	6474	0	0	15		90		0	0	0	0	0	0	0	0	0	0	0	496	0	0	0	0	0	0	0	0	0	0	0	496	0	0	0	0	0	0	0	0	0	0	0	992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	
350657																																																																																																																																																								0	0	0	0							0	0		0		1425			0					0																																																																		
350750																																																																																																																																																								749	0	0	0							3755	0		0		0			0					0																																																																		
351131																																																																																																																																																								0	0	0	0	0	0	0	0	0	0	120	1914	0	61		0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	
351560																																																																																																																																																								0	0	0	0							994	0		0		79			0					0																																																																		
351878																																																																																																																																																								0	0	0	0							1761	0		0		0			0					0																																																																		
352370																																																																																																																																																								0	7150	0	0	0	0	0	0	0	0	1893	0	0	0		0		0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	
352651																																																																																																																																																								0	0	0	0							1144	0		1601		0			0					0																																																																		
352745																																																																																																																																																								0	0	0	0							9044	3440		5		0			0					0																																																																		
352772																																																																																																																																																								1647	0	0	0	0	0	569884	0	0	0	561467	158182	0	11118	0	1623	0	0	0	0	0	0	0	99088	0	0	0	0	128902	0	0	0	0	0	0	0	0	0	0	0	64029	0	0	0	0	0	0	0	0	0	0	0	201071	0	0	0	6128	0	0	0	6128	0	0	0	792	0	0	0	281	0	0	0	561744	0	4070	0	0	0	0			0	0	0	0	0	0	0	0	
352820																																																																																																																																																								0	0	0	0							3347	0		0		0			0					0																																																																		
353238																																																																																																																																																								0	15000	0	0							8598	0		151		0			0					0																																																																		
353546																																																																																																																																																								0	0	0	0							2442	3215		1193		0			0					0																																																																		
353555																																																																																																																																																								0	0	0	0	0	0	50627	0	0	0	13796	21811	0	0	0	42530	0	0	0	0	0	0	0	0	0	0	0	0	20645	0	0	0	0	0	0	0	0	0	0	0	17936	0	0	0	0	0	0	0	0	0	0	0	89207	0	0	0	0	0	0	0	0	0	0	0	2669	0	0	0	22	0	0	0	0	0	50627	0	0	0	0			0	0	0	0	0	0	0	0	
353724																																																																																																																																																								0	0	0	0							3719	208		238		5978			0					579																																																																		
353957																																																																																																																																																								0	0	0	0							0	0		0		0			0					0																																																																		
354057																																																																																																																																																								0	0	0	0							0	0		0		330			0					0																																																																		
354253																																																																																																																																																								0	0	0	0							0	482		33		0			0					0																																																																		
354310																																																																																																																																																								586	382900	0	0	0	0	19070	0	0	0	210726	0	0	27979	0	33186	0	0	0	0	0	0	0	150	0	0	0	0	23884	0	0	0	0	0	0	0	0	0	0	0	23529	0	0	0	0	0	0	0	0	0	0	0	66483	0	0	0	0	0	0	0	0	0	0	0	864	0	0	0	44	0	0	0	0	0	19070	0	24	0	0			84709	0	0	0	0	0	0	0	
